"id","name","base_experience","height","weight","types","abilities","hp","attack","defense","sp_attack","sp_defense","speed"
"629","vullaby","74","5","90","dark|flying","big-pecks|overcoat|weak-armor","70","55","75","45","65","60"
"638","cobalion","261","21","2500","steel|fighting","justified","91","90","129","90","72","108"
"627","rufflet","70","5","105","normal|flying","keen-eye|sheer-force|hustle","70","83","50","37","50","60"
"620","mienshao","179","14","355","fighting","inner-focus|regenerator|reckless","65","125","60","95","60","105"
"634","zweilous","147","14","500","dark|dragon","hustle","72","85","70","65","70","58"
"647","keldeo-ordinary","261","14","485","water|fighting","justified","91","72","90","129","90","108"
"624","pawniard","68","5","102","dark|steel","defiant|inner-focus|pressure","45","85","70","40","40","60"
"641","tornadus-incarnate","261","15","630","flying","prankster|defiant","79","115","70","125","80","111"
"632","durant","169","3","330","bug|steel","swarm|hustle|truant","58","109","112","48","48","109"
"637","volcarona","248","16","460","bug|fire","flame-body|swarm","85","60","65","135","105","100"
"646","kyurem","297","30","3250","dragon|ice","pressure","125","130","90","130","90","95"
"628","braviary","179","15","410","normal|flying","keen-eye|sheer-force|defiant","100","123","75","57","75","80"
"642","thundurus-incarnate","261","15","610","electric|flying","prankster|defiant","79","115","70","125","80","111"
"649","genesect","270","15","825","bug|steel","download","71","120","95","120","95","99"
"655","delphox","240","15","390","fire|psychic","blaze|magician","75","69","72","114","100","104"
"635","hydreigon","270","18","1600","dark|dragon","levitate","92","105","90","125","90","98"
"640","virizion","261","20","2000","grass|fighting","justified","91","90","72","90","129","108"
"645","landorus-incarnate","270","15","680","ground|flying","sand-force|sheer-force","89","125","90","115","80","101"
"654","braixen","143","10","145","fire","blaze|magician","59","59","58","90","70","73"
"636","larvesta","72","11","288","bug|fire","flame-body|swarm","55","85","55","50","55","60"
"663","talonflame","175","12","245","fire|flying","flame-body|gale-wings","78","81","71","74","69","126"
"650","chespin","63","4","90","grass","overgrow|bulletproof","56","61","65","48","45","38"
"657","frogadier","142","6","109","water","torrent|protean","54","63","52","83","56","97"
"643","reshiram","306","32","3300","dragon|fire","turboblaze","100","120","100","150","120","90"
"648","meloetta-aria","270","6","65","normal|psychic","serene-grace","100","77","77","128","128","90"
"653","fennekin","61","4","94","fire","blaze|magician","40","45","40","62","60","60"
"662","fletchinder","134","7","160","fire|flying","flame-body|gale-wings","62","73","55","56","52","84"
"644","zekrom","306","29","3450","dragon|electric","teravolt","100","150","120","120","100","90"
"671","florges","248","11","100","fairy","flower-veil|symbiosis","78","65","68","112","154","75"
"665","spewpa","75","3","84","bug","shed-skin|friend-guard","45","22","60","27","30","29"
"658","greninja","239","15","400","water|dark","torrent|protean","72","95","67","103","71","122"
"651","quilladin","142","7","290","grass","overgrow|bulletproof","61","78","95","56","58","57"
"656","froakie","63","3","70","water","torrent|protean","41","56","40","62","44","71"
"661","fletchling","56","3","17","normal|flying","big-pecks|gale-wings","45","50","43","40","38","62"
"670","floette","130","2","9","fairy","flower-veil|symbiosis","54","45","47","75","98","52"
"666","vivillon","185","12","170","bug|flying","shield-dust|compound-eyes|friend-guard","80","52","50","90","50","89"
"652","chesnaught","239","16","900","grass|fighting","overgrow|bulletproof","88","107","122","74","75","64"
"679","honedge","65","8","20","steel|ghost","no-guard","45","80","100","35","37","28"
"673","gogoat","186","17","910","grass","sap-sipper|grass-pelt","123","100","62","97","81","68"
"659","bunnelby","47","4","50","normal","pickup|cheek-pouch|huge-power","38","36","38","32","36","57"
"664","scatterbug","40","3","25","bug","shield-dust|compound-eyes|friend-guard","38","35","40","27","25","35"
"669","flabebe","61","1","1","fairy","flower-veil|symbiosis","44","38","39","61","79","42"
"687","malamar","169","15","470","dark|psychic","contrary|suction-cups|infiltrator","86","92","88","68","75","73"
"674","pancham","70","6","80","fighting","iron-fist|mold-breaker|scrappy","67","82","62","46","48","43"
"660","diggersby","148","10","424","normal|ground","pickup|cheek-pouch|huge-power","85","56","77","50","77","78"
"681","aegislash-shield","234","17","530","steel|ghost","stance-change","60","50","140","50","140","60"
"678","meowstic-male","163","6","85","psychic","keen-eye|infiltrator|prankster","74","48","76","83","81","104"
"667","litleo","74","6","135","fire|normal","rivalry|unnerve|moxie","62","50","58","73","54","72"
"677","espurr","71","3","35","psychic","keen-eye|infiltrator|own-tempo","62","48","54","63","60","68"
"672","skiddo","70","9","310","grass","sap-sipper|grass-pelt","66","65","48","62","57","52"
"686","inkay","58","4","35","dark|psychic","contrary|suction-cups|infiltrator","53","54","53","37","46","45"
"682","spritzee","68","2","5","fairy","healer|aroma-veil","78","52","60","63","65","23"
"689","barbaracle","175","13","960","rock|water","tough-claws|sniper|pickpocket","72","105","115","54","86","68"
"668","pyroar","177","15","815","fire|normal","rivalry|unnerve|moxie","86","68","72","109","66","106"
"695","heliolisk","168","10","210","electric|normal","dry-skin|sand-veil|solar-power","62","55","52","109","94","109"
"675","pangoro","173","21","1360","fighting|dark","iron-fist|mold-breaker|scrappy","95","124","78","69","71","58"
"685","slurpuff","168","8","50","fairy","sweet-veil|unburden","82","80","86","85","75","72"
"680","doublade","157","8","45","steel|ghost","no-guard","59","110","150","45","49","35"
"694","helioptile","58","5","60","electric|normal","dry-skin|sand-veil|solar-power","44","38","33","61","43","70"
"697","tyrantrum","182","25","2700","rock|dragon","strong-jaw|rock-head","82","121","119","69","59","71"
"676","furfrou","165","12","280","normal","fur-coat","75","80","60","65","90","102"
"690","skrelp","64","5","73","poison|water","poison-point|poison-touch|adaptability","50","60","60","60","60","30"
"703","carbink","100","3","57","rock|fairy","clear-body|sturdy","50","50","150","50","150","50"
"683","aromatisse","162","8","155","fairy","healer|aroma-veil","101","72","72","99","89","29"
"693","clawitzer","100","13","353","water","mega-launcher","71","73","88","120","89","59"
"688","binacle","61","5","310","rock|water","tough-claws|sniper|pickpocket","42","52","67","39","56","50"
"702","dedenne","151","2","22","electric|fairy","cheek-pouch|pickup|plus","67","58","57","81","67","101"
"705","sliggoo","158","8","175","dragon","sap-sipper|hydration|gooey","68","75","53","83","113","60"
"684","swirlix","68","4","35","fairy","sweet-veil|unburden","62","48","66","59","57","49"
"698","amaura","72","13","252","rock|ice","refrigerate|snow-warning","77","59","50","67","63","46"
"711","gourgeist-average","173","9","125","ghost|grass","pickup|frisk|insomnia","65","90","122","58","75","84"
"691","dragalge","173","18","815","poison|dragon","poison-point|poison-touch|adaptability","65","75","90","97","123","44"
"701","hawlucha","175","8","215","fighting|flying","limber|unburden|mold-breaker","78","92","75","74","63","118"
"696","tyrunt","72","8","260","rock|dragon","strong-jaw|sturdy","58","89","77","45","45","48"
"710","pumpkaboo-average","67","4","50","ghost|grass","pickup|frisk|insomnia","49","66","70","44","55","51"
"713","avalugg","180","20","5050","ice","own-tempo|ice-body|sturdy","95","117","184","44","46","28"
"692","clauncher","66","5","83","water","mega-launcher","50","53","62","58","63","44"
"706","goodra","270","20","1505","dragon","sap-sipper|hydration|gooey","90","100","70","110","150","80"
"699","aurorus","104","27","2250","rock|ice","refrigerate|snow-warning","123","77","72","99","92","58"
"719","diancie","270","7","88","rock|fairy","clear-body","50","100","150","100","150","50"
"709","trevenant","166","15","710","ghost|grass","natural-cure|frisk|harvest","85","110","76","65","82","56"
"704","goomy","60","3","28","dragon","sap-sipper|hydration|gooey","45","50","35","55","75","40"
"718","zygarde-50","270","50","3050","dragon|ground","aura-break","108","100","121","81","95","95"
"721","volcanion","270","17","1950","fire|water","water-absorb","80","110","120","130","90","70"
"700","sylveon","184","10","235","fairy","cute-charm|pixilate","95","65","65","110","130","60"
"707","klefki","165","2","30","steel|fairy","prankster|magician","57","80","91","80","87","75"
"727","incineroar","239","18","830","fire|dark","blaze|intimidate","95","115","90","80","90","60"
"714","noibat","49","5","80","flying|dragon","frisk|infiltrator|telepathy","40","30","35","45","40","55"
"717","yveltal","306","58","2030","dark|flying","dark-aura","126","131","95","131","98","99"
"712","bergmite","61","10","995","ice","own-tempo|ice-body|sturdy","55","69","85","32","35","28"
"726","torracat","147","7","250","fire","blaze|intimidate","65","85","50","80","50","90"
"708","phantump","62","4","70","ghost|grass","natural-cure|frisk|harvest","43","70","48","50","60","38"
"729","brionne","147","6","175","water","torrent|liquid-voice","60","69","69","91","81","50"
"715","noivern","187","15","850","flying|dragon","frisk|infiltrator|telepathy","85","70","80","97","80","123"
"722","rowlet","64","3","15","grass|flying","overgrow|long-reach","68","55","55","50","50","42"
"735","gumshoos","146","7","142","normal","stakeout|strong-jaw|adaptability","88","110","60","55","60","45"
"725","litten","64","4","43","fire","blaze|intimidate","45","65","40","60","40","70"
"720","hoopa","270","5","90","psychic|ghost","magician","80","110","60","150","130","70"
"734","yungoos","51","4","60","normal","stakeout|strong-jaw|adaptability","48","70","30","30","30","45"
"716","xerneas","306","30","2150","fairy","fairy-aura","126","131","95","131","98","99"
"737","charjabug","140","5","105","bug|electric","battery","57","82","95","55","75","36"
"743","ribombee","162","2","5","bug|fairy","honey-gather|shield-dust|sweet-veil","60","55","60","95","70","124"
"730","primarina","239","18","440","water|fairy","torrent|liquid-voice","80","74","74","126","116","60"
"723","dartrix","147","7","160","grass|flying","overgrow|long-reach","78","75","75","70","70","52"
"733","toucannon","218","11","260","normal|flying","keen-eye|skill-link|sheer-force","80","120","75","75","75","60"
"728","popplio","64","4","75","water","torrent|liquid-voice","50","54","54","66","56","40"
"742","cutiefly","61","1","2","bug|fairy","honey-gather|shield-dust|sweet-veil","40","45","40","55","40","84"
"724","decidueye","239","16","366","grass|ghost","overgrow|long-reach","78","107","75","100","100","70"
"751","dewpider","54","3","40","water|bug","water-bubble|water-absorb","38","40","52","40","72","27"
"745","lycanroc-midday","170","8","250","rock","keen-eye|sand-rush|steadfast","75","115","65","55","65","112"
"731","pikipek","53","3","12","normal|flying","keen-eye|skill-link|pickup","35","75","30","30","30","65"
"741","oricorio-baile","167","6","34","fire|flying","dancer","75","70","70","98","70","93"
"738","vikavolt","225","15","450","bug|electric","levitate","77","70","90","145","75","43"
"736","grubbin","60","4","44","bug","swarm","47","62","45","55","45","46"
"750","mudsdale","175","25","9200","ground","own-tempo|stamina|inner-focus","100","125","100","55","85","35"
"732","trumbeak","124","6","148","normal|flying","keen-eye|skill-link|pickup","55","85","50","40","50","75"
"759","stufful","68","5","68","normal|fighting","fluffy|klutz|cute-charm","70","75","50","45","50","50"
"746","wishiwashi-solo","61","2","3","water","schooling","45","20","20","25","25","40"
"753","fomantis","50","3","15","grass","leaf-guard|contrary","40","55","35","50","35","35"
"739","crabrawler","68","6","70","fighting","hyper-cutter|iron-fist|anger-point","47","82","57","42","47","63"
"749","mudbray","77","10","1100","ground","own-tempo|stamina|inner-focus","70","100","70","45","55","45"
"744","rockruff","56","5","92","rock","keen-eye|vital-spirit|steadfast","45","65","40","30","40","60"
"758","salazzle","168","12","222","poison|fire","corrosion|oblivious","68","64","60","111","60","117"
"740","crabominable","167","17","1800","fighting|ice","hyper-cutter|iron-fist|anger-point","97","132","77","62","67","43"
"767","wimpod","46","5","120","bug|water","wimp-out","25","35","40","20","30","80"
"761","bounsweet","42","3","32","grass","leaf-guard|oblivious|sweet-veil","42","30","38","30","38","32"
"754","lurantis","168","9","185","grass","leaf-guard|contrary","70","105","90","80","90","45"
"747","mareanie","61","4","80","poison|water","merciless|limber|regenerator","50","53","62","43","52","45"
"752","araquanid","159","18","820","water|bug","water-bubble|water-absorb","68","70","92","50","132","42"
"757","salandit","64","6","48","poison|fire","corrosion|oblivious","48","44","40","71","40","77"
"766","passimian","172","20","828","fighting","receiver|defiant","100","120","90","40","60","80"
"748","toxapex","173","7","145","poison|water","merciless|limber|regenerator","50","63","152","53","142","35"
"775","komala","168","4","199","normal","comatose","65","115","65","75","95","65"
"760","bewear","175","21","1350","normal|fighting","fluffy|klutz|unnerve","120","125","80","55","60","60"
"769","sandygast","64","5","700","ghost|ground","water-compaction|sand-veil","55","55","80","70","45","15"
"762","steenee","102","7","82","grass","leaf-guard|oblivious|sweet-veil","52","40","48","40","48","62"
"755","morelull","57","2","15","grass|fairy","illuminate|effect-spore|rain-dish","40","35","55","65","75","15"
"765","oranguru","172","15","760","normal|psychic","inner-focus|telepathy|symbiosis","90","60","80","90","110","60"
"774","minior-red-meteor","154","3","400","rock|flying","shields-down","60","60","100","60","100","60"
"756","shiinotic","142","10","115","grass|fairy","illuminate|effect-spore|rain-dish","60","45","80","90","100","30"
"763","tsareena","230","12","214","grass","leaf-guard|queenly-majesty|sweet-veil","72","120","98","50","98","72"
"777","togedemaru","152","3","33","electric|steel","iron-barbs|lightning-rod|sturdy","65","98","63","40","73","96"
"768","golisopod","186","20","1080","bug|water","emergency-exit","75","125","140","60","90","40"
"770","palossand","168","13","2500","ghost|ground","water-compaction|sand-veil","85","75","110","100","75","35"
"773","silvally","257","23","1005","normal","rks-system","95","95","95","95","95","95"
"783","hakamo-o","147","12","470","dragon|fighting","bulletproof|soundproof|overcoat","55","75","90","65","70","65"
"782","jangmo-o","60","6","297","dragon","bulletproof|soundproof|overcoat","45","55","65","45","45","45"
"764","comfey","170","1","3","fairy","flower-veil|triage|natural-cure","51","52","90","82","110","100"
"771","pyukumuku","144","3","12","water","innards-out|unaware","55","60","130","30","130","5"
"785","tapu-koko","257","18","205","electric|fairy","electric-surge|telepathy","70","115","85","95","75","130"
"776","turtonator","170","20","2120","fire|dragon","shell-armor","60","78","135","91","85","36"
"778","mimikyu-disguised","167","2","7","ghost|fairy","disguise","55","90","80","50","105","96"
"781","dhelmise","181","39","2100","ghost|grass","steelworker","70","131","100","86","90","40"
"791","solgaleo","306","34","2300","psychic|steel","full-metal-body","137","137","107","113","89","97"
"772","type-null","107","19","1205","normal","battle-armor","95","95","95","95","95","59"
"790","cosmoem","140","1","9999","psychic","sturdy","43","29","131","29","131","37"
"779","bruxish","166","9","190","water|psychic","dazzling|strong-jaw|wonder-skin","68","105","70","70","70","92"
"793","nihilego","257","12","555","rock|poison","beast-boost","109","53","47","127","131","103"
"784","kommo-o","270","16","782","dragon|fighting","bulletproof|soundproof|overcoat","75","110","125","100","105","85"
"780","drampa","170","30","1850","normal|dragon","berserk|sap-sipper|cloud-nine","78","60","85","135","91","36"
"799","guzzlord","257","55","8880","dark|dragon","beast-boost","223","101","53","97","53","43"
"789","cosmog","40","2","1","psychic","unaware","43","29","31","29","31","37"
"786","tapu-lele","257","12","186","psychic|fairy","psychic-surge|telepathy","70","85","75","130","115","95"
"798","kartana","257","3","1","grass|steel","beast-boost","59","181","131","59","31","109"
"787","tapu-bulu","257","19","455","grass|fairy","grassy-surge|telepathy","70","130","115","85","95","75"
"792","lunala","306","40","1200","psychic|ghost","shadow-shield","137","113","89","137","107","97"
"801","magearna","270","10","805","steel|fairy","soul-heart","80","95","115","130","115","65"
"794","buzzwole","257","24","3336","bug|fighting","beast-boost","107","139","139","53","53","79"
"788","tapu-fini","257","13","212","water|fairy","misty-surge|telepathy","70","75","115","95","130","85"
"806","blacephalon","257","18","130","fire|ghost","beast-boost","53","127","53","151","79","107"
"807","zeraora","270","15","445","electric","volt-absorb","88","112","75","102","80","143"
"797","celesteela","257","92","9999","steel|flying","beast-boost","97","101","103","107","101","61"
"795","pheromosa","257","18","250","bug|fighting","beast-boost","71","137","37","137","37","151"
"809","melmetal","270","25","8000","steel","iron-fist","135","143","143","80","65","34"
"800","necrozma","270","24","2300","psychic","prism-armor","97","107","101","127","89","79"
"815","cinderace","265","14","330","fire","blaze|libero","80","116","75","65","75","119"
"805","stakataka","257","55","8200","rock|steel","beast-boost","61","131","211","53","101","13"
"802","marshadow","270","7","222","fighting|ghost","technician","90","125","80","90","90","125"
"796","xurkitree","257","38","1000","electric","beast-boost","83","89","71","173","71","83"
"814","raboot","147","6","90","fire","blaze|libero","65","86","60","55","60","94"
"817","drizzile","147","7","115","water","torrent|sniper","65","60","55","95","55","90"
"803","poipole","189","6","18","poison","beast-boost","67","73","67","73","67","73"
"808","meltan","135","2","80","steel","magnet-pull","46","65","65","55","35","34"
"804","naganadel","243","36","1500","poison|dragon","beast-boost","73","73","73","127","73","121"
"823","corviknight","248","22","750","flying|steel","pressure|unnerve|mirror-armor","98","87","105","53","85","67"
"813","scorbunny","62","3","45","fire","blaze|libero","50","71","40","40","40","69"
"810","grookey","62","3","50","grass","overgrow|grassy-surge","50","65","50","40","40","65"
"822","corvisquire","128","8","160","flying","keen-eye|unnerve|big-pecks","68","67","55","43","55","77"
"825","dottler","117","4","195","bug|psychic","swarm|compound-eyes|telepathy","50","35","80","50","90","30"
"811","thwackey","147","7","140","grass","overgrow|grassy-surge","70","85","70","55","60","80"
"816","sobble","62","3","40","water","torrent|sniper","50","40","40","70","40","70"
"818","inteleon","265","19","452","water","torrent|sniper","70","85","65","125","65","120"
"831","wooloo","122","6","60","normal","fluffy|run-away|bulletproof","42","40","55","40","45","48"
"812","rillaboom","265","21","900","grass","overgrow|grassy-surge","100","125","90","60","70","85"
"821","rookidee","49","2","18","flying","keen-eye|unnerve|big-pecks","38","47","35","33","35","57"
"830","eldegoss","161","5","25","grass","cotton-down|regenerator|effect-spore","60","50","90","80","120","60"
"819","skwovet","55","3","25","normal","cheek-pouch|gluttony","70","55","55","35","35","25"
"833","chewtle","57","3","85","water","strong-jaw|shell-armor|swift-swim","50","64","50","38","38","44"
"824","blipbug","36","4","80","bug","swarm|compound-eyes|telepathy","25","20","20","25","45","45"
"839","coalossal","255","28","3105","rock|fire","steam-engine|flame-body|flash-fire","110","80","120","80","90","30"
"820","greedent","161","6","60","normal","cheek-pouch|gluttony","120","95","95","55","75","20"
"829","gossifleur","50","4","22","grass","cotton-down|regenerator|effect-spore","40","40","60","40","60","10"
"826","orbeetle","253","4","408","bug|psychic","swarm|frisk|telepathy","60","45","110","80","120","90"
"838","carkol","144","11","780","rock|fire","steam-engine|flame-body|flash-fire","80","60","90","60","70","50"
"841","flapple","170","3","10","grass|dragon","ripen|gluttony|hustle","70","110","80","95","60","70"
"827","nickit","49","6","89","dark","run-away|unburden|stakeout","40","28","28","47","52","50"
"837","rolycoly","48","3","120","rock","steam-engine|heatproof|flash-fire","30","40","50","40","50","30"
"832","dubwool","172","13","430","normal","fluffy|steadfast|bulletproof","72","80","100","60","90","88"
"847","barraskewda","172","13","300","water","swift-swim|propeller-tail","61","123","60","60","50","136"
"828","thievul","159","12","199","dark","run-away|unburden|stakeout","70","58","58","87","92","90"
"834","drednaw","170","10","1155","water|rock","strong-jaw|shell-armor|swift-swim","90","115","90","48","68","74"
"846","arrokuda","56","5","10","water","swift-swim|propeller-tail","41","63","40","40","30","66"
"849","toxtricity-amped","176","16","400","electric|poison","punk-rock|plus|technician","75","98","70","114","70","75"
"835","yamper","54","3","135","electric","ball-fetch|rattled","59","45","50","40","50","26"
"836","boltund","172","10","340","electric","strong-jaw|competitive","69","90","60","90","60","121"
"840","applin","52","2","5","grass|dragon","ripen|gluttony|bulletproof","40","40","80","40","40","20"
"842","appletun","170","4","130","grass|dragon","ripen|gluttony|thick-fat","110","85","80","100","80","30"
"855","polteageist","178","2","4","ghost","weak-armor|cursed-body","60","65","65","134","114","70"
"845","cramorant","166","8","180","flying|water","gulp-missile","70","85","55","85","95","85"
"854","sinistea","62","1","2","ghost","weak-armor|cursed-body","40","45","45","74","54","50"
"843","silicobra","63","22","76","ground","sand-spit|shed-skin|sand-veil","52","57","75","35","50","46"
"857","hattrem","130","6","48","psychic","healer|anticipation|magic-bounce","57","40","65","86","73","49"
"844","sandaconda","179","38","655","ground","sand-spit|shed-skin|sand-veil","72","107","125","65","70","71"
"848","toxel","48","4","110","electric|poison","rattled|static|klutz","40","38","35","54","35","40"
"853","grapploct","168","16","390","fighting","limber|technician","80","118","90","70","80","42"
"850","sizzlipede","61","7","10","fire|bug","flash-fire|white-smoke|flame-body","50","65","45","50","50","45"
"863","perrserker","154","8","280","steel","battle-armor|tough-claws|steely-spirit","70","110","100","50","60","50"
"862","obstagoon","260","16","460","dark|normal","reckless|guts|defiant","93","90","101","60","81","95"
"851","centiskorch","184","30","1200","fire|bug","flash-fire|white-smoke|flame-body","100","115","65","90","90","65"
"865","sirfetchd","177","8","1170","fighting","steadfast|scrappy","62","135","95","68","82","65"
"861","grimmsnarl","255","15","610","dark|fairy","prankster|frisk|pickpocket","95","120","65","95","75","60"
"858","hatterene","255","21","51","psychic|fairy","healer|anticipation|magic-bounce","57","90","95","136","103","29"
"870","falinks","165","30","620","fighting","battle-armor|defiant","65","100","100","70","60","75"
"852","clobbopus","62","6","40","fighting","limber|technician","50","68","60","50","50","32"
"856","hatenna","53","4","34","psychic","healer|anticipation|magic-bounce","42","30","45","56","53","39"
"871","pincurchin","152","3","10","electric","lightning-rod|electric-surge","48","101","95","91","85","15"
"859","impidimp","53","4","55","dark|fairy","prankster|frisk|pickpocket","45","45","30","55","40","50"
"873","frosmoth","166","13","420","ice|bug","shield-dust|ice-scales","70","65","60","125","90","65"
"878","cufant","66","12","1000","steel","sheer-force|heavy-metal","72","80","49","40","49","40"
"879","copperajah","175","30","6500","steel","sheer-force|heavy-metal","122","130","69","80","69","30"
"866","mr-rime","182","15","582","ice|psychic","tangled-feet|screen-cleaner|ice-body","80","85","75","110","100","70"
"860","morgrem","130","8","125","dark|fairy","prankster|frisk|pickpocket","65","60","45","75","55","70"
"864","cursola","179","10","4","ghost","weak-armor|perish-body","60","95","50","145","130","30"
"869","alcremie","173","3","5","fairy","sweet-veil|aroma-veil","65","60","75","110","121","64"
"881","arctozolt","177","23","1500","electric|ice","volt-absorb|static|slush-rush","90","100","90","90","80","55"
"867","runerigus","169","16","666","ground|ghost","wandering-spirit","58","95","145","50","105","30"
"877","morpeko-full-belly","153","3","30","electric|dark","hunger-switch","58","95","58","70","58","97"
"874","stonjourner","165","25","5200","rock","power-spot","100","125","135","20","20","70"
"868","milcery","54","2","3","fairy","sweet-veil|aroma-veil","45","40","40","50","61","34"
"887","dragapult","300","30","500","dragon|ghost","clear-body|infiltrator|cursed-body","88","120","75","100","75","142"
"886","drakloak","144","14","110","dragon|ghost","clear-body|infiltrator|cursed-body","68","80","50","60","50","102"
"872","snom","37","3","38","ice|bug","shield-dust|ice-scales","30","25","35","45","30","20"
"889","zamazenta","335","29","2100","fighting","dauntless-shield","92","120","115","80","115","138"
"875","eiscue-ice","165","14","890","ice","ice-face","75","80","110","65","90","50"
"885","dreepy","54","5","20","dragon|ghost","clear-body|infiltrator|cursed-body","28","60","30","40","30","82"
"895","regidrago","290","21","2000","dragon","dragons-maw","200","100","50","100","50","80"
"880","dracozolt","177","18","1900","electric|dragon","volt-absorb|hustle|sand-rush","90","100","90","80","70","75"
"882","dracovish","177","23","2150","water|dragon","water-absorb|strong-jaw|sand-rush","90","90","100","70","80","75"
"894","regieleki","290","12","1450","electric","transistor","80","100","50","100","50","200"
"876","indeedee-male","166","9","280","psychic|normal","inner-focus|synchronize|psychic-surge","60","65","55","105","95","95"
"883","arctovish","177","20","1750","water|ice","water-absorb|ice-body|slush-rush","90","90","100","80","90","55"
"897","spectrier","290","20","445","ghost","grim-neigh","100","65","60","145","80","130"
"893","zarude","300","18","700","dark|grass","leaf-guard","105","120","105","70","95","105"
"903","sneasler","102","13","430","fighting|poison","pressure|unburden|poison-touch","80","130","60","40","80","120"
"902","basculegion-male","265","30","1100","water|ghost","swift-swim|adaptability|mold-breaker","120","112","65","80","75","78"
"884","duraludon","187","18","400","steel|dragon","light-metal|heavy-metal|stalwart","70","95","115","120","50","85"
"890","eternatus","345","200","9500","poison|dragon","pressure","140","85","95","145","95","130"
"888","zacian","335","28","1100","fairy","intrepid-sword","92","120","115","80","115","138"
"891","kubfu","77","6","120","fighting","inner-focus","60","90","60","53","50","72"
"905","enamorus-incarnate","116","16","480","fairy|flying","cute-charm|contrary","74","115","70","135","80","106"
"911","skeledirge","265","16","3265","fire|ghost","blaze|unaware","104","75","100","110","75","66"
"910","crocalor","144","10","307","fire","blaze|unaware","81","55","78","90","58","49"
"901","ursaluna","275","24","2900","ground|normal","guts|bulletproof|unnerve","130","140","105","45","80","50"
"896","glastrier","290","22","8000","ice","chilling-neigh","100","145","130","65","110","30"
"898","calyrex","250","11","77","psychic|grass","unnerve","100","80","80","80","80","80"
"892","urshifu-single-strike","275","19","1050","fighting|dark","unseen-fist","100","130","100","63","60","97"
"899","wyrdeer","263","18","951","normal|psychic","intimidate|frisk|sap-sipper","103","105","72","105","75","65"
"913","quaxwell","144","12","215","water","torrent|moxie","70","85","65","65","60","65"
"919","nymble","42","2","10","bug","swarm|tinted-lens","33","46","40","21","25","45"
"918","spidops","141","10","165","bug","insomnia|stakeout","60","79","92","52","86","35"
"900","kleavor","175","18","890","bug|rock","swarm|sheer-force|sharpness","70","135","95","45","70","85"
"904","overqwil","179","25","605","dark|poison","poison-point|swift-swim|intimidate","85","115","95","65","65","85"
"909","fuecoco","62","4","98","fire","blaze|unaware","67","45","59","63","40","36"
"906","sprigatito","62","4","41","grass","overgrow|protean","40","61","54","45","45","65"
"907","floragato","144","9","122","grass","overgrow|protean","61","80","63","60","63","83"
"921","pawmi","48","3","25","electric","static|natural-cure|iron-fist","45","50","20","40","25","60"
"927","dachsbun","167","5","149","fairy","well-baked-body|aroma-veil","57","80","115","50","80","95"
"926","fidough","62","3","109","fairy","own-tempo|klutz","37","55","70","30","55","65"
"908","meowscarada","265","15","312","grass|dark","overgrow|protean","76","110","70","81","70","123"
"917","tarountula","42","3","40","bug","insomnia|stakeout","35","41","45","29","40","20"
"914","quaquaval","265","18","619","water|fighting","torrent|moxie","85","120","80","85","75","85"
"912","quaxly","62","5","61","water","torrent|moxie","55","65","45","50","45","50"
"915","lechonk","51","5","102","normal","aroma-veil|gluttony|thick-fat","54","45","40","35","45","35"
"929","dolliv","124","6","119","grass|normal","early-bird|harvest","52","53","60","78","78","33"
"934","garganacl","250","23","2400","rock","purifying-salt|sturdy|clear-body","100","100","130","45","90","35"
"935","charcadet","51","6","105","fire","flash-fire|flame-body","40","50","40","50","40","35"
"920","lokix","158","10","175","bug|dark","swarm|tinted-lens","71","102","78","52","55","92"
"925","maushold-family-of-four","165","3","23","normal","friend-guard|cheek-pouch|technician","74","75","70","65","75","111"
"922","pawmo","123","4","65","electric|fighting","volt-absorb|natural-cure|iron-fist","60","75","40","50","40","85"
"916","oinkologne-male","171","10","1200","normal","lingering-aroma|gluttony|thick-fat","110","100","75","59","80","65"
"923","pawmot","245","9","410","electric|fighting","volt-absorb|natural-cure|iron-fist","70","115","70","70","60","105"
"937","ceruledge","263","16","620","fire|ghost","flash-fire|weak-armor","75","125","80","60","100","85"
"942","maschiff","68","5","160","dark","intimidate|run-away|stakeout","60","78","60","40","51","51"
"930","arboliva","255","14","482","grass|normal","seed-sower|harvest","78","69","90","125","109","39"
"933","naclstack","124","6","1050","rock","purifying-salt|sturdy|clear-body","60","60","100","35","65","35"
"928","smoliv","52","3","65","grass|normal","early-bird|harvest","41","35","45","58","51","30"
"924","tandemaus","61","3","18","normal","run-away|pickup|own-tempo","50","50","45","40","45","75"
"943","mabosstiff","177","11","610","dark","intimidate|guard-dog|stakeout","80","120","90","60","70","85"
"931","squawkabilly-green-plumage","146","6","24","normal|flying","intimidate|hustle|guts","82","96","51","45","51","92"
"938","tadbulb","54","3","4","electric","own-tempo|static|damp","61","31","41","59","35","45"
"951","capsakid","61","3","30","grass","chlorophyll|insomnia|klutz","50","62","40","62","40","50"
"936","armarouge","263","15","850","fire|psychic","flash-fire|weak-armor","85","60","100","125","80","75"
"941","kilowattrel","172","14","386","electric|flying","wind-power|volt-absorb|competitive","70","70","60","105","60","125"
"945","grafaiai","170","7","272","poison|normal","unburden|poison-touch|prankster","63","95","65","80","72","110"
"950","klawf","158","13","790","rock","anger-shell|shell-armor|regenerator","70","100","115","35","55","75"
